Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
19,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,851244,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,2019,11,8,au,0.668,0.892,5,-3.001,0,0.0645,0.298,0,0.735,0.478,95.927,159011,4
20,Lights Up,Harry Styles,800361,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63,2019,11,8,au,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,172227,4
21,Beautiful People (feat. Khalid),Ed Sheeran,798824,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019,11,8,au,0.64,0.647,5,-8.114,0,0.186,0.124,0,0.0801,0.546,92.979,197867,4
22,Señorita,Shawn Mendes,776609,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019,11,8,au,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
23,It's You,Ali Gatie,759628,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,2019,11,8,au,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,212607,4
24,Graveyard,Halsey,740626,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,2019,11,8,au,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4
25,Piece Of Your Heart,MEDUZA,733579,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019,11,8,au,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
26,Teeth,5 Seconds of Summer,690139,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,2019,11,8,au,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,204887,4
27,Liar,Camila Cabello,684168,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,2019,11,8,au,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4
28,How Do You Sleep?,Sam Smith,681248,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019,11,8,au,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5
29,bad guy,Billie Eilish,678359,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,11,8,au,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
30,I Don't Care (with Justin Bieber),Ed Sheeran,671156,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019,11,8,au,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,219947,4
31,The Git Up,Blanco Brown,645374,https://open.spotify.com/track/2KKijf6Ett4kmVNJze2roh,2019,11,8,au,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,200594,4
32,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,639658,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2019,11,8,au,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4
33,Castles,Freya Ridings,628919,https://open.spotify.com/track/5tZWtGT65sMrDVPB5H444n,2019,11,8,au,0.672,0.752,4,-4.866,1,0.0843,0.0046,0.00047,0.056,0.429,116.945,211843,4
34,Motivation,Normani,623686,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,2019,11,8,au,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,4
35,Catching Feelings (feat. SIX60),Drax Project,621211,https://open.spotify.com/track/0gCNs3jCCDhObAK0MRghtv,2019,11,8,au,0.397,0.524,3,-5.846,1,0.103,0.607,0,0.157,0.343,175.562,218854,4
